strain	strain_name	date	country	segment
OQ463991	A/Kentucky/15/2022	2022-12-01	USA	4
OQ463998	A/Missouri/38/2022	2022-11-14	USA	4
OQ464005	A/Indiana/14/2022	2022-11-14	USA	4
OQ464012	A/Kansas/27/2022	2022-11-12	USA	4
OQ464018	A/Mississippi/50/2022	2022-11-30	USA	4
OQ464025	A/New Jersey/60/2022	2022-11-21	USA	4
OQ464033	A/Connecticut/61/2022	2022-11-28	USA	4
OQ464039	A/Maine/30/2022	2022-11-26	USA	4
OQ464046	A/New Jersey/59/2022	2022-11-18	USA	4
OQ464054	A/Wyoming/22/2022	2022-11-16	USA	4
OQ464061	A/Washington/65/2022	2022-11-16	USA	4
OQ464068	A/Washington/58/2022	2022-10-13	USA	4
OQ464075	A/Arizona/49/2022	2022-11-01	USA	4
OQ464082	A/Alaska/30/2022	2022-10-28	USA	4
OQ464090	A/Alaska/31/2022	2022-10-30	USA	4
OQ464098	A/Alaska/32/2022	2022-11-08	USA	4
OQ464106	A/Arizona/43/2022	2022-10-21	USA	4
OQ464114	A/Arizona/48/2022	2022-10-26	USA	4
OQ464122	A/Arizona/52/2022	2022-11-05	USA	4
OQ464130	A/Arizona/54/2022	2022-11-13	USA	4
OQ464138	A/Arizona/55/2022	2022-11-13	USA	4
OQ464146	A/Arizona/56/2022	2022-11-13	USA	4
OQ464154	A/Arizona/58/2022	2022-11-14	USA	4
OQ464162	A/Arizona/59/2022	2022-11-14	USA	4
OQ464170	A/Arizona/60/2022	2022-11-14	USA	4
OQ464178	A/California/129/2022	2022-09-04	USA	4
OQ464186	A/California/138/2022	2022-09-28	USA	4
OQ464194	A/California/139/2022	2022-10-02	USA	4
OQ464202	A/California/140/2022	2022-10-12	USA	4
OQ464210	A/California/141/2022	2022-10-12	USA	4
OQ464218	A/California/144/2022	2022-10-18	USA	4
OQ464226	A/California/146/2022	2022-10-19	USA	4
OQ464234	A/Colorado/36/2022	2022-10-16	USA	4
OQ464242	A/Colorado/37/2022	2022-10-17	USA	4
OQ464250	A/Colorado/42/2022	2022-11-01	USA	4
OQ464258	A/Colorado/43/2022	2022-11-01	USA	4
OQ464266	A/Colorado/44/2022	2022-11-03	USA	4
OQ464274	A/Colorado/47/2022	2022-11-08	USA	4
OQ464282	A/Colorado/48/2022	2022-11-12	USA	4
OQ464290	A/Colorado/50/2022	2022-11-13	USA	4
OQ464298	A/Connecticut/57/2022	2022-11-25	USA	4
OQ464306	A/Connecticut/58/2022	2022-11-26	USA	4
OQ464314	A/Connecticut/59/2022	2022-11-26	USA	4
OQ464322	A/Connecticut/60/2022	2022-11-27	USA	4
OQ464330	A/Connecticut/62/2022	2022-11-29	USA	4
OQ464338	A/Delaware/64/2022	2022-11-12	USA	4
OQ464346	A/Delaware/64/2022	2022-11-12	USA	4
OQ464354	A/Delaware/65/2022	2022-11-14	USA	4
OQ464362	A/Delaware/67/2022	2022-11-16	USA	4
OQ464370	A/Delaware/68/2022	2022-11-16	USA	4
OQ464378	A/Delaware/70/2022	2022-11-17	USA	4
OQ464386	A/Delaware/70/2022	2022-11-17	USA	4
OQ464394	A/Delaware/71/2022	2022-11-18	USA	4
OQ464402	A/District Of Columbia/60/2022	2022-11-11	USA	4
OQ464410	A/District Of Columbia/61/2022	2022-11-13	USA	4
OQ464418	A/District Of Columbia/68/2022	2022-11-29	USA	4
OQ464426	A/District Of Columbia/69/2022	2022-11-29	USA	4
OQ464434	A/District Of Columbia/70/2022	2022-11-30	USA	4
OQ464442	A/District Of Columbia/71/2022	2022-11-30	USA	4
OQ464450	A/District Of Columbia/72/2022	2022-11-30	USA	4
OQ464458	A/District Of Columbia/73/2022	2022-12-01	USA	4
OQ464466	A/Hawaii/47/2022	2022-10-24	USA	4
OQ464474	A/Hawaii/48/2022	2022-10-24	USA	4
OQ464482	A/Hawaii/49/2022	2022-10-24	USA	4
OQ464490	A/Hawaii/52/2022	2022-10-28	USA	4
OQ464498	A/Hawaii/53/2022	2022-11-01	USA	4
OQ464506	A/Idaho/31/2022	2022-10-16	USA	4
OQ464514	A/Idaho/32/2022	2022-10-25	USA	4
OQ464522	A/Idaho/37/2022	2022-11-02	USA	4
OQ464530	A/Idaho/39/2022	2022-11-07	USA	4
OQ464538	A/Idaho/40/2022	2022-11-07	USA	4
OQ464546	A/Idaho/43/2022	2022-11-09	USA	4
OQ464554	A/Idaho/46/2022	2022-11-12	USA	4
OQ464562	A/Idaho/47/2022	2022-11-13	USA	4
OQ464570	A/Idaho/51/2022	2022-11-06	USA	4
OQ464578	A/Idaho/57/2022	2022-11-21	USA	4
OQ464586	A/Idaho/58/2022	2022-11-21	USA	4
OQ464594	A/Idaho/59/2022	2022-11-22	USA	4
OQ464602	A/Idaho/60/2022	2022-11-22	USA	4
OQ464610	A/Idaho/61/2022	2022-11-23	USA	4
OQ464618	A/Idaho/62/2022	2022-11-25	USA	4
OQ464626	A/Idaho/65/2022	2022-11-26	USA	4
OQ464634	A/Idaho/68/2022	2022-11-28	USA	4
OQ464642	A/Idaho/69/2022	2022-11-28	USA	4
OQ464650	A/Idaho/72/2022	2022-11-30	USA	4
OQ464658	A/Illinois/35/2022	2022-11-28	USA	4
OQ464666	A/Illinois/36/2022	2022-11-28	USA	4
OQ464674	A/Indiana/17/2022	2022-11-21	USA	4
OQ464682	A/Indiana/19/2022	2022-11-29	USA	4
OQ464690	A/Indiana/20/2022	2022-12-01	USA	4
OQ464698	A/Indiana/21/2022	2022-12-01	USA	4
OQ464706	A/Iowa/53/2022	2022-11-27	USA	4
OQ464714	A/Iowa/55/2022	2022-11-28	USA	4
OQ464722	A/Iowa/57/2022	2022-11-30	USA	4
OQ464730	A/Kansas/26/2022	2022-11-07	USA	4
OQ464738	A/Kansas/29/2022	2022-11-14	USA	4
OQ464746	A/Kansas/34/2022	2022-11-26	USA	4
OQ464754	A/Kansas/38/2022	2022-11-28	USA	4
OQ464762	A/Kentucky/14/2022	2022-11-29	USA	4
OQ464770	A/Louisiana/14/2022	2022-11-16	USA	4
OQ464778	A/Louisiana/15/2022	2022-11-25	USA	4
OQ464786	A/Maine/20/2022	2022-11-13	USA	4
OQ464794	A/Maine/24/2022	2022-11-17	USA	4
OQ464802	A/Maine/25/2022	2022-11-17	USA	4
OQ464810	A/Maine/27/2022	2022-11-21	USA	4
OQ464818	A/Maine/28/2022	2022-11-22	USA	4
OQ464826	A/Maine/29/2022	2022-11-22	USA	4
OQ464834	A/Maine/31/2022	2022-11-28	USA	4
OQ464842	A/Maine/32/2022	2022-12-01	USA	4
OQ464850	A/Maryland/02/2022	2022-10-13	USA	4
OQ464858	A/Maryland/03/2022	2022-11-04	USA	4
OQ464866	A/Massachusetts/29/2022	2022-11-12	USA	4
OQ464874	A/Massachusetts/32/2022	2022-11-14	USA	4
OQ464882	A/Massachusetts/33/2022	2022-11-17	USA	4
OQ464890	A/Massachusetts/34/2022	2022-11-17	USA	4
OQ464898	A/Massachusetts/34/2022	2022-11-17	USA	4
OQ464906	A/Massachusetts/35/2022	2022-11-18	USA	4
OQ464914	A/Massachusetts/35/2022	2022-11-18	USA	4
OQ464922	A/Massachusetts/37/2022	2022-11-20	USA	4
OQ464930	A/Massachusetts/37/2022	2022-11-20	USA	4
OQ464938	A/Minnesota/66/2022	2022-11-28	USA	4
OQ464946	A/Minnesota/67/2022	2022-11-29	USA	4
OQ464954	A/Minnesota/69/2022	2022-11-29	USA	4
OQ464962	A/Mississippi/54/2022	2022-12-06	USA	4
OQ464970	A/Mississippi/57/2022	2022-12-08	USA	4
OQ464978	A/Missouri/43/2022	2022-11-22	USA	4
OQ464986	A/Montana/34/2022	2022-10-12	USA	4
OQ464994	A/Montana/37/2022	2022-11-03	USA	4
OQ465002	A/Montana/42/2022	2022-11-07	USA	4
OQ465010	A/Montana/45/2022	2022-11-13	USA	4
OQ465018	A/Montana/46/2022	2022-11-14	USA	4
OQ465026	A/Montana/48/2022	2022-11-14	USA	4
OQ465034	A/Montana/49/2022	2022-11-18	USA	4
OQ465042	A/Montana/50/2022	2022-11-18	USA	4
OQ465050	A/Montana/53/2022	2022-11-21	USA	4
OQ465058	A/Nebraska/33/2022	2022-11-22	USA	4
OQ465066	A/Nebraska/34/2022	2022-11-28	USA	4
OQ465074	A/Nevada/34/2022	2022-11-28	USA	4
OQ465082	A/New Hampshire/33/2022	2022-11-15	USA	4
OQ465090	A/New Hampshire/33/2022	2022-11-15	USA	4
OQ465098	A/New Hampshire/34/2022	2022-11-21	USA	4
OQ465106	A/New Hampshire/34/2022	2022-11-21	USA	4
OQ465114	A/New Hampshire/35/2022	2022-11-21	USA	4
OQ465122	A/New Jersey/48/2022	2022-11-02	USA	4
OQ465130	A/New Jersey/49/2022	2022-11-02	USA	4
OQ465138	A/New Jersey/56/2022	2022-11-16	USA	4
OQ465146	A/New Jersey/57/2022	2022-11-16	USA	4
OQ465154	A/New Jersey/58/2022	2022-11-16	USA	4
OQ465162	A/New Jersey/61/2022	2022-11-25	USA	4
OQ465170	A/New Mexico/21/2022	2022-10-21	USA	4
OQ465178	A/New Mexico/22/2022	2022-10-23	USA	4
OQ465186	A/New Mexico/29/2022	2022-10-29	USA	4
OQ465194	A/New Mexico/30/2022	2022-10-31	USA	4
OQ465202	A/New Mexico/33/2022	2022-11-01	USA	4
OQ465210	A/New Mexico/41/2022	2022-11-15	USA	4
OQ465218	A/New Mexico/42/2022	2022-11-15	USA	4
OQ465226	A/New Mexico/43/2022	2022-11-16	USA	4
OQ465234	A/New Mexico/44/2022	2022-11-16	USA	4
OQ465242	A/New Mexico/45/2022	2022-11-17	USA	4
OQ465250	A/New Mexico/48/2022	2022-10-17	USA	4
OQ465258	A/New York/39/2022	2022-11-18	USA	4
OQ465266	A/New York/40/2022	2022-11-23	USA	4
OQ465274	A/New York/41/2022	2022-11-27	USA	4
OQ465282	A/New York/42/2022	2022-11-27	USA	4
OQ465290	A/New York/43/2022	2022-11-29	USA	4
OQ465298	A/New York/45/2022	2022-12-04	USA	4
OQ465306	A/North Carolina/13/2022	2022-10-28	USA	4
OQ465314	A/North Carolina/13/2022	2022-10-28	USA	4
OQ465322	A/North Carolina/14/2022	2022-10-31	USA	4
OQ465330	A/North Carolina/14/2022	2022-10-31	USA	4
OQ465338	A/North Carolina/16/2022	2022-11-05	USA	4
OQ465346	A/North Carolina/16/2022	2022-11-05	USA	4
OQ465354	A/North Carolina/19/2022	2022-11-15	USA	4
OQ465362	A/North Carolina/20/2022	2022-11-17	USA	4
OQ465370	A/North Carolina/21/2022	2022-11-17	USA	4
OQ465378	A/Ohio/48/2022	2022-11-18	USA	4
OQ465386	A/Ohio/50/2022	2022-11-20	USA	4
OQ465394	A/Oregon/37/2022	2022-10-13	USA	4
OQ465402	A/Oregon/41/2022	2022-10-27	USA	4
OQ465410	A/Oregon/42/2022	2022-10-30	USA	4
OQ465418	A/Oregon/45/2022	2022-11-01	USA	4
OQ465426	A/Oregon/58/2022	2022-11-22	USA	4
OQ465434	A/Oregon/60/2022	2022-11-25	USA	4
OQ465442	A/Oregon/62/2022	2022-11-27	USA	4
OQ465450	A/Oregon/64/2022	2022-11-28	USA	4
OQ465458	A/Oregon/65/2022	2022-11-28	USA	4
OQ465466	A/Pennsylvania/70/2022	2022-11-04	USA	4
OQ465474	A/Pennsylvania/71/2022	2022-11-06	USA	4
OQ465482	A/Pennsylvania/73/2022	2022-11-17	USA	4
OQ465490	A/Pennsylvania/73/2022	2022-11-17	USA	4
OQ465498	A/Pennsylvania/74/2022	2022-11-18	USA	4
OQ465506	A/Pennsylvania/74/2022	2022-11-18	USA	4
OQ465514	A/Pennsylvania/75/2022	2022-11-18	USA	4
OQ465522	A/Pennsylvania/75/2022	2022-11-18	USA	4
OQ465530	A/Pennsylvania/76/2022	2022-11-20	USA	4
OQ465538	A/Rhode Island/62/2022	2022-11-10	USA	4
OQ465546	A/Rhode Island/62/2022	2022-11-10	USA	4
OQ465554	A/Rhode Island/63/2022	2022-11-10	USA	4
OQ465562	A/Rhode Island/63/2022	2022-11-10	USA	4
OQ465570	A/Rhode Island/64/2022	2022-11-10	USA	4
OQ465578	A/Rhode Island/64/2022	2022-11-10	USA	4
OQ465586	A/Rhode Island/65/2022	2022-11-10	USA	4
OQ465594	A/Rhode Island/66/2022	2022-11-11	USA	4
OQ465602	A/Rhode Island/67/2022	2022-11-13	USA	4
OQ465610	A/South Dakota/45/2022	2022-11-27	USA	4
OQ465618	A/Tennessee/51/2022	2022-11-25	USA	4
OQ465626	A/Tennessee/53/2022	2022-11-28	USA	4
OQ465634	A/Utah/35/2022	2022-10-11	USA	4
OQ465642	A/Utah/36/2022	2022-10-14	USA	4
OQ465650	A/Utah/37/2022	2022-10-17	USA	4
OQ465658	A/Utah/42/2022	2022-10-26	USA	4
OQ465666	A/Utah/44/2022	2022-10-27	USA	4
OQ465674	A/Utah/45/2022	2022-10-27	USA	4
OQ465682	A/Utah/60/2022	2022-11-15	USA	4
OQ465690	A/Utah/61/2022	2022-11-17	USA	4
OQ465698	A/Utah/62/2022	2022-11-17	USA	4
OQ465706	A/Utah/63/2022	2022-11-17	USA	4
OQ465714	A/Utah/66/2022	2022-11-24	USA	4
OQ465722	A/Utah/67/2022	2022-11-26	USA	4
OQ465730	A/Virginia/12/2022	2022-11-15	USA	4
OQ465738	A/Virginia/12/2022	2022-11-15	USA	4
OQ465746	A/Virginia/14/2022	2022-11-22	USA	4
OQ465754	A/Virginia/14/2022	2022-11-22	USA	4
OQ465762	A/Washington/52/2022	2022-10-08	USA	4
OQ465770	A/Washington/53/2022	2022-10-08	USA	4
OQ465778	A/Washington/59/2022	2022-10-16	USA	4
OQ465786	A/Washington/61/2022	2022-10-18	USA	4
OQ465794	A/Washington/66/2022	2022-11-17	USA	4
OQ465802	A/Washington/67/2022	2022-11-19	USA	4
OQ465810	A/Washington/70/2022	2022-11-28	USA	4
OQ465818	A/Washington/71/2022	2022-11-28	USA	4
OQ465826	A/Wisconsin/102/2022	2022-12-09	USA	4
OQ465834	A/Wisconsin/86/2022	2022-11-21	USA	4
OQ465842	A/Wisconsin/95/2022	2022-12-02	USA	4
OQ465850	A/Wisconsin/96/2022	2022-12-04	USA	4
OQ465858	A/Wisconsin/98/2022	2022-12-05	USA	4
OQ465866	A/Wyoming/19/2022	2022-11-15	USA	4
OQ506665	A/Alaska/USAFSAM-14031/2022	2022-12-14	USA	4
OQ506666	A/Alaska/USAFSAM-14033/2022	2022-12-06	USA	4
OQ506668	A/Alaska/USAFSAM-14037/2022	2022-12-12	USA	4
OQ506669	A/Arizona/USAFSAM-14038/2022	2022-12-30	USA	4
OQ506670	A/Arizona/USAFSAM-14041/2023	2023-01-11	USA	4
OQ506674	A/Rheinland-Pfalz/USAFSAM-14047/2022	2022-12-30	Germany	4
OQ506675	A/Rheinland-Pfalz/USAFSAM-14048/2023	2023-01-01	Germany	4
OQ506677	A/Rheinland-Pfalz/USAFSAM-14052/2023	2023-01-02	Germany	4
OQ506678	A/Rheinland-Pfalz/USAFSAM-14055/2023	2023-01-11	Germany	4
OQ506680	A/Rheinland-Pfalz/USAFSAM-14058/2023	2023-01-18	Germany	4
OQ506681	A/Rheinland-Pfalz/USAFSAM-14059/2023	2023-01-18	Germany	4
OQ506682	A/Rheinland-Pfalz/USAFSAM-14060/2022	2022-12-29	Germany	4
OQ506683	A/Rheinland-Pfalz/USAFSAM-14061/2022	2022-12-29	Germany	4
OQ506685	A/Rheinland-Pfalz/USAFSAM-14064/2023	2023-01-04	Germany	4
OQ506687	A/Rheinland-Pfalz/USAFSAM-14066/2023	2023-01-06	Germany	4
OQ506689	A/Hessen/USAFSAM-14068/2023	2023-01-10	Germany	4
OQ506692	A/Okinawa/USAFSAM-14073/2023	2023-01-10	Japan	4
OQ506693	A/Aomori/USAFSAM-14074/2023	2023-01-22	Japan	4
OQ506694	A/Aomori/USAFSAM-14075/2023	2023-01-20	Japan	4
OQ506698	A/New York/USAFSAM-14083/2023	2023-01-06	USA	4
OQ506892	A/Alaska/USAFSAM-14029/2022	2022-12-08	USA	4
OQ506900	A/Alaska/USAFSAM-14030/2022	2022-12-19	USA	4
OQ506908	A/Alaska/USAFSAM-14032/2022	2022-12-14	USA	4
OQ506916	A/Alaska/USAFSAM-14034/2022	2022-12-15	USA	4
OQ506924	A/Alaska/USAFSAM-14035/2023	2023-01-03	USA	4
OQ506932	A/Arizona/USAFSAM-14039/2023	2023-01-04	USA	4
OQ506940	A/Arizona/USAFSAM-14040/2023	2023-01-10	USA	4
OQ506956	A/Georgia/USAFSAM-14045/2022	2022-11-01	USA	4
OQ506964	A/Missouri/USAFSAM-14077/2023	2023-01-10	USA	4
OQ506972	A/Nebraska/USAFSAM-14080/2023	2023-01-23	USA	4
OQ506980	A/New Jersey/USAFSAM-14081/2023	2023-01-04	USA	4
OQ506988	A/New York/USAFSAM-14082/2022	2022-12-27	USA	4
OQ506996	A/North Dakota/USAFSAM-14084/2022	2022-12-30	USA	4
OQ507004	A/North Dakota/USAFSAM-14085/2023	2023-01-09	USA	4
OQ507012	A/North Dakota/USAFSAM-14086/2023	2023-01-10	USA	4
OQ507020	A/Oklahoma/USAFSAM-14088/2023	2023-01-09	USA	4
OQ507028	A/Rheinland-Pfalz/USAFSAM-14049/2023	2023-01-05	Germany	4
OQ507036	A/Rheinland-Pfalz/USAFSAM-14051/2023	2023-01-08	Germany	4
OQ507044	A/Rheinland-Pfalz/USAFSAM-14053/2023	2023-01-10	Germany	4
OQ507052	A/Rheinland-Pfalz/USAFSAM-14054/2023	2023-01-10	Germany	4
OQ507060	A/Rheinland-Pfalz/USAFSAM-14056/2023	2023-01-11	Germany	4
OQ507068	A/Rheinland-Pfalz/USAFSAM-14063/2023	2023-01-03	Germany	4
OQ507076	A/Rheinland-Pfalz/USAFSAM-14069/2023	2023-01-10	Germany	4
OQ507084	A/South Carolina/USAFSAM-14089/2023	2023-01-03	USA	4
OQ507092	A/Tokyo/USAFSAM-14072/2023	2023-01-04	Japan	4
OQ584806	A/Michigan/UOM10048251399/2022	2022-11-04	USA	4
OQ585604	A/Michigan/UOM10048278453/2022	2022-11-07	USA	4
OQ585631	A/Michigan/UOM10047659834/2022	2022-09-29	USA	4
OQ585648	A/Michigan/UOM10047864210/2022	2022-10-12	USA	4
OQ585654	A/Michigan/UOM10047812488/2022	2022-10-09	USA	4
OQ585680	A/Michigan/UOM10048273307/2022	2022-11-07	USA	4
OQ585667	A/Michigan/UOM10047600139/2022	2022-09-26	USA	4
OQ585686	A/Michigan/UOM10048211677/2022	2022-11-02	USA	4
OQ585700	A/Michigan/UOM10048297990/2022	2022-11-08	USA	4
OQ585704	A/Michigan/UOM10048102974/2022	2022-10-26	USA	4
OQ585722	A/Michigan/UOM10047715247/2022	2022-10-03	USA	4
OQ585743	A/Michigan/UOM10048155087/2022	2022-10-30	USA	4
OQ585749	A/Michigan/UOM10048135748/2022	2022-10-28	USA	4
OQ585763	A/Michigan/UOM10048242253/2022	2022-11-04	USA	4
OQ585770	A/Michigan/UOM10048093553/2022	2022-10-26	USA	4
OQ585796	A/Michigan/UOM10048267979/2022	2022-11-06	USA	4
OQ585818	A/Michigan/UOM10048002764/2022	2022-10-20	USA	4
OQ585832	A/Michigan/UOM10048147808/2022	2022-10-29	USA	4
OQ585845	A/Michigan/UOM10048303867/2022	2022-11-08	USA	4
OQ585849	A/Michigan/UOM10048301880/2022	2022-11-08	USA	4
OQ585864	A/Michigan/UOM10048289941/2022	2022-11-07	USA	4
OQ585876	A/Michigan/UOM10048170586/2022	2022-10-31	USA	4
OQ585860	A/Michigan/UOM10048256675/2022	2022-11-04	USA	4
OQ585883	A/Michigan/UOM10048185204/2022	2022-11-01	USA	4
OQ585903	A/Michigan/UOM10048188676/2022	2022-11-01	USA	4
OQ585895	A/Michigan/UOM10048265293/2022	2022-11-05	USA	4
OQ585920	A/Michigan/UOM10048164724/2022	2022-10-31	USA	4
OQ585926	A/Michigan/UOM10048292534/2022	2022-11-07	USA	4
OQ585944	A/Michigan/UOM10048238926/2022	2022-11-03	USA	4
OQ585953	A/Michigan/UOM10048192331/2022	2022-11-01	USA	4
OQ615382	A/Alaska/USAFSAM-14096/2022	2022-12-21	USA	4
OQ615386	A/Illinois/USAFSAM-14103/2023	2023-01-03	USA	4
OQ615387	A/Illinois/USAFSAM-14104/2023	2023-01-20	USA	4
OQ615388	A/Aomori/USAFSAM-14107/2023	2023-02-01	Japan	4
OQ615390	A/New Mexico/USAFSAM-14114/2022	2022-12-21	USA	4
OQ615464	A/Aomori/USAFSAM-14105/2023	2023-01-26	Japan	4
OQ615472	A/Aomori/USAFSAM-14106/2023	2023-01-30	Japan	4
OQ615480	A/Aomori/USAFSAM-14109/2023	2023-02-07	Japan	4
OQ615488	A/Aomori/USAFSAM-14110/2023	2023-02-07	Japan	4
OQ615496	A/Aomori/USAFSAM-14111/2023	2023-02-12	Japan	4
OQ615504	A/Baden-Wurttemberg/USAFSAM-14101/2023	2023-01-18	Germany	4
OQ615512	A/Baden-Wurttemberg/USAFSAM-14102/2023	2023-01-18	Germany	4
OQ615520	A/Georgia/USAFSAM-14100/2022	2022-11-01	USA	4
OQ615544	A/New Mexico/USAFSAM-14118/2022	2022-12-20	USA	4
OQ615552	A/Okinawa/USAFSAM-14108/2023	2023-02-02	Japan	4
OQ615576	A/Texas/USAFSAM-14122/2022	2022-11-10	USA	4
OQ615584	A/Texas/USAFSAM-14123/2022	2022-12-08	USA	4
OQ662761	A/Tennessee/65/2022	2022-12-12	USA	4
OQ662769	A/New Mexico/51/2022	2022-11-30	USA	4
OQ662776	A/Illinois/37/2022	2022-11-28	USA	4
OQ662782	A/Iowa/56/2022	2022-11-29	USA	4
OQ662789	A/Louisiana/16/2022	2022-11-25	USA	4
OQ662795	A/Mississippi/40/2022	2022-11-21	USA	4
OQ662801	A/Iowa/45/2022	2022-11-10	USA	4
OQ662807	A/Missouri/36/2022	2022-11-13	USA	4
OQ662814	A/Ohio/50/2022	2022-11-20	USA	4
OQ662821	A/Kentucky/16/2022	2022-12-02	USA	4
OQ662827	A/South Dakota/43/2022	2022-11-16	USA	4
OQ662833	A/Minnesota/59/2022	2022-11-11	USA	4
OQ662839	A/Illinois/36/2022	2022-11-28	USA	4
OQ662846	A/Illinois/39/2022	2022-11-28	USA	4
OQ662852	A/Iowa/46/2022	2022-11-11	USA	4
OQ662858	A/Tennessee/51/2022	2022-11-25	USA	4
OQ662864	A/Wisconsin/81/2022	2022-11-17	USA	4
OQ662870	A/North Dakota/24/2022	2022-11-18	USA	4
OQ662876	A/South Dakota/38/2022	2022-11-14	USA	4
OQ662883	A/Illinois/35/2022	2022-11-28	USA	4
OQ662888	A/Michigan/81/2022	2022-11-09	USA	4
OQ662895	A/Mississippi/47/2022	2022-11-22	USA	4
OQ662902	A/Ohio/48/2022	2022-11-18	USA	4
OQ662907	A/Wisconsin/82/2022	2022-11-18	USA	4
OQ662914	A/North Carolina/23/2022	2022-11-27	USA	4
OQ662922	A/New Jersey/89/2022	2022-12-09	USA	4
OQ662928	A/Florida/76/2022	2022-12-08	USA	4
OQ662936	A/New Jersey/87/2022	2022-12-08	USA	4
OQ662942	A/Florida/85/2022	2022-12-12	USA	4
OQ662950	A/Connecticut/66/2022	2022-12-06	USA	4
OQ662958	A/Connecticut/67/2022	2022-12-06	USA	4
OQ662966	A/Connecticut/68/2022	2022-12-07	USA	4
OQ662974	A/Connecticut/69/2022	2022-12-07	USA	4
OQ662982	A/District Of Columbia/74/2022	2022-12-06	USA	4
OQ662990	A/District Of Columbia/76/2022	2022-12-08	USA	4
OQ662998	A/District Of Columbia/77/2022	2022-12-10	USA	4
OQ663006	A/District Of Columbia/78/2022	2022-12-11	USA	4
OQ663014	A/District Of Columbia/79/2022	2022-12-11	USA	4
OQ663022	A/Florida/77/2022	2022-12-08	USA	4
OQ663030	A/Florida/79/2022	2022-12-10	USA	4
OQ663038	A/Florida/83/2022	2022-12-11	USA	4
OQ663046	A/Florida/84/2022	2022-12-12	USA	4
OQ663054	A/Illinois/40/2022	2022-11-28	USA	4
OQ663062	A/Illinois/45/2022	2022-12-12	USA	4
OQ663069	A/Illinois/45/2022	2022-12-12	USA	4
OQ663077	A/Illinois/46/2022	2022-12-12	USA	4
OQ663085	A/Illinois/46/2022	2022-12-12	USA	4
OQ663093	A/Illinois/47/2022	2022-12-12	USA	4
OQ663101	A/Illinois/48/2022	2022-12-12	USA	4
OQ663109	A/Illinois/49/2022	2022-12-12	USA	4
OQ663117	A/Illinois/49/2022	2022-12-12	USA	4
OQ663125	A/Illinois/53/2022	2022-12-13	USA	4
OQ663133	A/Illinois/55/2022	2022-12-20	USA	4
OQ663141	A/Illinois/57/2022	2022-12-21	USA	4
OQ663149	A/Illinois/58/2022	2022-12-26	USA	4
OQ663157	A/Illinois/61/2022	2022-12-27	USA	4
OQ663165	A/Illinois/62/2022	2022-12-27	USA	4
OQ663173	A/Illinois/63/2022	2022-12-27	USA	4
OQ663181	A/Indiana/18/2022	2022-11-29	USA	4
OQ663189	A/Indiana/19/2022	2022-11-29	USA	4
OQ663197	A/Indiana/20/2022	2022-12-01	USA	4
OQ663205	A/Indiana/22/2022	2022-12-12	USA	4
OQ663213	A/Indiana/24/2022	2022-12-13	USA	4
OQ663221	A/Indiana/25/2022	2022-12-21	USA	4
OQ663229	A/Indiana/26/2022	2022-12-21	USA	4
OQ663237	A/Iowa/55/2022	2022-11-28	USA	4
OQ663245	A/Iowa/57/2022	2022-11-30	USA	4
OQ663253	A/Iowa/64/2022	2022-12-15	USA	4
OQ663261	A/Iowa/65/2022	2022-12-16	USA	4
OQ663269	A/Iowa/66/2022	2022-12-17	USA	4
OQ663277	A/Iowa/67/2022	2022-12-17	USA	4
OQ663285	A/Iowa/69/2022	2022-12-19	USA	4
OQ663293	A/Iowa/70/2022	2022-12-19	USA	4
OQ663301	A/Kentucky/14/2022	2022-11-29	USA	4
OQ663309	A/Kentucky/17/2022	2022-12-05	USA	4
OQ663317	A/Kentucky/17/2022	2022-12-05	USA	4
OQ663325	A/Kentucky/18/2022	2022-12-05	USA	4
OQ663333	A/Kentucky/19/2022	2022-12-06	USA	4
OQ663341	A/Kentucky/19/2022	2022-12-06	USA	4
OQ663349	A/Kentucky/22/2022	2022-12-11	USA	4
OQ663357	A/Louisiana/20/2022	2022-12-06	USA	4
OQ663365	A/Louisiana/20/2022	2022-12-06	USA	4
OQ663373	A/Louisiana/21/2022	2022-12-06	USA	4
OQ663381	A/Maine/36/2022	2022-12-04	USA	4
OQ663389	A/Maine/37/2022	2022-12-05	USA	4
OQ663397	A/Maine/40/2022	2022-12-06	USA	4
OQ663405	A/Maine/41/2022	2022-12-07	USA	4
OQ663413	A/Maine/43/2022	2022-12-14	USA	4
OQ663421	A/Maine/44/2022	2022-12-14	USA	4
OQ663429	A/Michigan/100/2022	2022-12-10	USA	4
OQ663437	A/Michigan/100/2022	2022-12-10	USA	4
OQ663445	A/Michigan/101/2022	2022-12-12	USA	4
OQ663453	A/Michigan/102/2022	2022-12-15	USA	4
OQ663461	A/Michigan/80/2022	2022-11-07	USA	4
OQ663469	A/Michigan/87/2022	2022-11-15	USA	4
OQ663477	A/Michigan/88/2022	2022-11-16	USA	4
OQ663485	A/Michigan/89/2022	2022-11-21	USA	4
OQ663493	A/Michigan/93/2022	2022-11-27	USA	4
OQ663501	A/Michigan/93/2022	2022-11-27	USA	4
OQ663509	A/Michigan/94/2022	2022-12-02	USA	4
OQ663517	A/Michigan/94/2022	2022-12-02	USA	4
OQ663525	A/Michigan/95/2022	2022-12-04	USA	4
OQ663533	A/Michigan/95/2022	2022-12-04	USA	4
OQ663541	A/Michigan/97/2022	2022-12-08	USA	4
